职位名称,基本信息,公司名称,公司类型,公司规模,公司性质,公司福利,薪资,发布日期,职位详情页
售前工程师(双休+年底双薪),深圳-南山区|无需经验|大专|招若干人,深圳立为信息科技有限公司,计算机软件,,民营公司,五险一金 年终奖金 绩效奖金 专业培训 员工旅游 双休,0.8-1万/月,11-26,https://jobs.51job.com/shenzhen-nsq/136515145.html?s=sou_sou_soulb&t=0_0
应用安全运维经理,深圳-福田区|5-7年经验|本科|招1人,成高成科技集团有限公司,计算机服务(系统、数据服务、维修),150-500人,民营公司,五险一金 绩效奖金 股票期权 定期体检,20-35万/年,11-26,https://jobs.51job.com/shenzhen-ftq/132184101.html?s=sou_sou_soulb&t=0_0
自动化测试工程师,深圳-南山区|5-7年经验|本科|招1人,深圳市迈科龙电子有限公司,计算机软件,150-500人,民营公司,五险一金 绩效奖金 定期体检 员工旅游 生日礼金 节日福利 周末双休,1.5-2万/月,11-26,https://jobs.51job.com/shenzhen-nsq/106845662.html?s=sou_sou_soulb&t=0_0
资深大客户销售经理-泛行业,深圳-南山区|3-4年经验|大专|招6人,北京云智互动信息技术有限公司,计算机软件,500-1000人,民营公司,六险一金 交通补贴 通讯补贴 出差补贴 股票期权 弹性工作 定期体检 绩效奖金 专业培训,1.5-2.5万/月,11-25,https://jobs.51job.com/shenzhen-nsq/136605522.html?s=sou_sou_soulb&t=0_0
数据分析师,深圳-南山区|3-4年经验|大专|招2人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 员工旅游 专业培训 年终奖金 定期体检 弹性工作 绩效奖金 六日双休 朝九晚六,1.1-1.2万/月,11-25,https://jobs.51job.com/shenzhen-nsq/133963879.html?s=sou_sou_soulb&t=0_0
移动终端开发工程师,深圳-南山区|3-4年经验|本科|招2人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 员工旅游 专业培训 年终奖金 定期体检,1-1.5万/月,11-25,https://jobs.51job.com/shenzhen-nsq/133941750.html?s=sou_sou_soulb&t=0_0
移动终端开发,深圳-南山区|3-4年经验|大专|招2人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 专业培训 餐饮补贴 节日福利 周末双休 绩效奖金 年终奖金 交通补贴 定期体检 员工旅游,1.4-1.6万/月,11-25,https://jobs.51job.com/shenzhen-nsq/133909643.html?s=sou_sou_soulb&t=0_0
产品经理（业务）,深圳-南山区|3-4年经验|本科|招1人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 员工旅游 定期体检 绩效奖金 年终奖金 专业培训,0.8-1.1万/月,11-25,https://jobs.51job.com/shenzhen-nsq/132033441.html?s=sou_sou_soulb&t=0_0
软件测试工程师,深圳-福田区|3-4年经验|大专|招1人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 餐饮补贴 交通补贴 定期体检 加班补贴 年底双薪 周末双休,0.8-1万/月,11-25,https://jobs.51job.com/shenzhen-ftq/135177394.html?s=sou_sou_soulb&t=0_0
软件测试工程师,深圳-福田区|3-4年经验|大专|招5人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 员工旅游 专业培训 年终奖金,0.8-1.5万/月,11-25,https://jobs.51job.com/shenzhen-ftq/134970097.html?s=sou_sou_soulb&t=0_0
软件测试工程师,深圳-南山区|3-4年经验|本科|招1人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 员工旅游 专业培训 年终奖金 定期体检,1.1-1.4万/月,11-25,https://jobs.51job.com/shenzhen-nsq/132816714.html?s=sou_sou_soulb&t=0_0
高级数仓,深圳-南山区|3-4年经验|大专|招1人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 专业培训 弹性工作 餐饮补贴 年终奖金,1-1.1万/月,11-25,https://jobs.51job.com/shenzhen-nsq/131904373.html?s=sou_sou_soulb&t=0_0
移动终端开发,深圳-南山区|3-4年经验|大专|招1人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,五险一金 员工旅游 年终奖金 下午茶 加班补贴 周末双休 定期体检,1.3-1.5万/月,11-25,https://jobs.51job.com/shenzhen-nsq/134143809.html?s=sou_sou_soulb&t=0_0
前端开发工程师（入职购买五险一金）,深圳-南山区|2年经验|大专|招2人,深圳市网新新思软件有限公司,计算机服务(系统、数据服务、维修),1000-5000人,上市公司,年终奖金 五险一金 员工旅游 专业培训 周末双休 定期体检 弹性工作,0.9-1.2万/月,11-25,https://jobs.51job.com/shenzhen-nsq/133248967.html?s=sou_sou_soulb&t=0_0
项目经理(PM),深圳-南山区|8-9年经验|本科|招1人,腾云悦智科技（深圳）有限责任公司,计算机软件,500-1000人,民营公司,五险一金 员工旅游 专业培训 通讯补贴 绩效奖金,2-4万/月,11-25,https://jobs.51job.com/shenzhen-nsq/124661592.html?s=sou_sou_soulb&t=0_0
菜品研发经理,深圳-龙岗区|无需经验|本科|招3人,深圳市鲜誉营养餐有限公司,餐饮业,150-500人,民营公司,,1-1.3万/月,11-25,https://jobs.51job.com/shenzhen-lgq/129213038.html?s=sou_sou_soulb&t=0_0
大客户经理,贵阳|1年经验|本科|招3人,深圳市一览网络股份有限公司,互联网/电子商务,500-1000人,民营公司,五险一金 员工旅游 专业培训 通讯补贴 绩效奖金,0.7-1.4万/月,11-25,https://jobs.51job.com/guiyang-yyq/135184663.html?s=sou_sou_soulb&t=0_1
销售经理（储备干部）,深圳-龙华区|3-4年经验|本科|招5人,深圳市捷顺科技实业股份有限公司,计算机软件,1000-5000人,上市公司,,1-1.8万/月,11-25,https://jobs.51job.com/shenzhen-lhq/135833080.html?s=sou_sou_soulb&t=0_0
运维中心经理-[227716],深圳-龙华区|10年以上经验|本科|招1人,深圳市捷顺科技实业股份有限公司,计算机软件,1000-5000人,上市公司,五险一金 股票期权 绩效奖金 年终奖金 餐饮补贴 通讯补贴,3-4万/月,11-25,https://jobs.51job.com/shenzhen-lhq/128224510.html?s=sou_sou_soulb&t=0_0
项目经理,深圳-福田区|3-4年经验|本科|招5人,深圳市捷顺科技实业股份有限公司,计算机软件,1000-5000人,上市公司,,1.2-2.4万/月,11-25,https://jobs.51job.com/shenzhen-ftq/133833271.html?s=sou_sou_soulb&t=0_0
储备销售经理,深圳-宝安区|3-4年经验|本科|招2人,深圳市捷顺科技实业股份有限公司,计算机软件,1000-5000人,上市公司,五险一金 餐饮补贴 提供住宿 通讯补贴 绩效奖金 年终奖金 股票期权,15-30万/年,11-25,https://jobs.51job.com/shenzhen-baq/133718466.html?s=sou_sou_soulb&t=0_0
售前技术支持工程师,深圳-福田区|3-4年经验|本科|招2人,深圳市捷顺科技实业股份有限公司,计算机软件,1000-5000人,上市公司,五险一金 绩效奖金 股票期权 员工旅游,1-2万/月,11-25,https://jobs.51job.com/shenzhen-ftq/133469505.html?s=sou_sou_soulb&t=0_0
售前解决方案经理,深圳-龙华区|5-7年经验|本科|招2人,深圳市捷顺科技实业股份有限公司,计算机软件,1000-5000人,上市公司,五险一金 股票期权 绩效奖金 年终奖金 餐饮补贴 通讯补贴,1.5-2.5万/月,11-25,https://jobs.51job.com/shenzhen-lhq/135334686.html?s=sou_sou_soulb&t=0_0
高级算法工程师(V2A2),深圳-南山区|3-4年经验|本科|招3人,三态电子商务股份有限公司,互联网/电子商务,1000-5000人,民营公司,,1.8-3万/月,11-25,https://jobs.51job.com/shenzhen-nsq/136290997.html?s=sou_sou_soulb&t=0_0
算法工程师（双休）,深圳-南山区|无需经验|本科|招2人,三态电子商务股份有限公司,互联网/电子商务,1000-5000人,民营公司,专业培训 弹性工作 五险一金 周末双休,1.8-3.5万/月,11-25,https://jobs.51job.com/shenzhen-nsq/136423464.html?s=sou_sou_soulb&t=0_0
数据科学家+双休,深圳-南山区|3-4年经验|本科|招10人,三态电子商务股份有限公司,互联网/电子商务,1000-5000人,民营公司,六险一金 年终奖金 定期体检 弹性工作 周末双休,4-8万/月,11-25,https://jobs.51job.com/shenzhen-nsq/135377429.html?s=sou_sou_soulb&t=0_0
高级算法工程师,深圳-南山区|3-4年经验|本科|招2人,三态电子商务股份有限公司,互联网/电子商务,1000-5000人,民营公司,,1.8-3万/月,11-25,https://jobs.51job.com/shenzhen-nsq/134752467.html?s=sou_sou_soulb&t=0_0
销售专员,广州|无需经验|招5人,腾进小马科技贸易（深圳）有限公司,计算机软件,少于50人,民营公司,周末双休 带薪年假 五险一金 节日福利 专业培训,0.5-1万/月,11-25,https://jobs.51job.com/guangzhou-thq/135094309.html?s=sou_sou_soulb&t=0_1
数据平台产品经理（SZY1212）,深圳-福田区|3-4年经验|本科|招1人,招银云创信息技术有限公司,计算机软件,1000-5000人,民营公司,五险一金 补充医疗保险 免费班车 绩效奖金 年终奖金 定期体检,1.2-1.8万/月,11-25,https://jobs.51job.com/shenzhen-ftq/132692909.html?s=sou_sou_soulb&t=0_0
前端开发工程师,深圳|3-4年经验|本科|招1人,深圳震有科技股份有限公司,通信/电信/网络设备,500-1000人,上市公司,五险一金 补充医疗保险 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,1.5-2万/月,11-25,https://jobs.51job.com/shenzhen/124685947.html?s=sou_sou_soulb&t=0_0
数据库工程师,深圳|2年经验|本科|招1人,深圳震有科技股份有限公司,通信/电信/网络设备,500-1000人,上市公司,五险一金 补充医疗保险 弹性工作 专业培训 年终奖金 定期体检 员工旅游,1-1.5万/月,11-25,https://jobs.51job.com/shenzhen/127756802.html?s=sou_sou_soulb&t=0_0
Web前端开发工程师,深圳-南山区|2年经验|本科|招2人,深圳震有科技股份有限公司,通信/电信/网络设备,500-1000人,上市公司,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,0.8-1.2万/月,11-25,https://jobs.51job.com/shenzhen-nsq/131777658.html?s=sou_sou_soulb&t=0_0
解决方案工程师,深圳-南山区|1年经验|本科|招2人,深圳震有科技股份有限公司,通信/电信/网络设备,500-1000人,上市公司,五险一金 补充医疗保险 弹性工作 专业培训 年终奖金 定期体检 员工旅游,1-1.5万/月,11-25,https://jobs.51job.com/shenzhen-nsq/133615292.html?s=sou_sou_soulb&t=0_0
高级web前端开发工程师,深圳|3-4年经验|本科|招若干人,深圳震有科技股份有限公司,通信/电信/网络设备,500-1000人,上市公司,五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检,1.2-1.8万/月,11-25,https://jobs.51job.com/shenzhen/110967410.html?s=sou_sou_soulb&t=0_0
数据分析主管（周末双休+年终奖）,深圳-龙岗区|5-7年经验|本科|招若干人,福建纵腾网络有限公司,交通/运输/物流,1000-5000人,民营公司,五险一金 专业培训 法定假 带薪年假 节日福利 周末双休 公司规模大 年终奖金,1.2-1.7万/月,11-25,https://jobs.51job.com/shenzhen-lgq/135901009.html?s=sou_sou_soulb&t=0_0
数据标注,深圳|大专|招6人,成都迈思信息技术有限公司,计算机软件,150-500人,民营公司,,6-8千/月,11-25,https://jobs.51job.com/shenzhen/97415320.html?s=sou_sou_soulb&t=0_0
数据标识,深圳|招若干人,成都迈思信息技术有限公司,计算机软件,150-500人,民营公司,周末双休 节日福利 五险一金,4.5-5.5千/月,11-25,https://jobs.51job.com/shenzhen/86324717.html?s=sou_sou_soulb&t=0_0
BI开发工程师,深圳-福田区|招若干人,成都迈思信息技术有限公司,计算机软件,150-500人,民营公司,五险一金 年终奖金,0.8-1.5万/月,11-25,https://jobs.51job.com/shenzhen-ftq/79738050.html?s=sou_sou_soulb&t=0_0
产品经理（数字化）,深圳-南山区|3-4年经验|本科|招若干人,广东中科慧据科技有限公司,计算机软件,50-150人,民营公司,五险一金 员工旅游 定期体检 弹性工作 年终奖金 绩效奖金 交通补贴 通讯补贴 项目提成 补充医疗保险,1.5-2万/月,11-25,https://jobs.51job.com/shenzhen-nsq/136127387.html?s=sou_sou_soulb&t=0_0
算法工程师,深圳-南山区|无需经验|硕士|招若干人,深圳市未来工场科技有限公司,互联网/电子商务,150-500人,民营公司,,2-3万/月,11-25,https://jobs.51job.com/shenzhen-nsq/127339943.html?s=sou_sou_soulb&t=0_0
信贷客户经理,深圳-南山区|1年经验|招若干人,深圳银控供应链管理有限公司,计算机软件,少于50人,民营公司,周末双休 带薪年假 五险一金 全勤奖 节日福利 餐饮补贴 年底双薪 工龄补贴 年度调薪 免费体检,1.5-3万/月,11-25,https://jobs.51job.com/shenzhen-nsq/131591163.html?s=sou_sou_soulb&t=0_0
高级项目经理,深圳-南山区|5-7年经验|本科|招若干人,广东中科慧据科技有限公司,计算机软件,50-150人,民营公司,五险一金 员工旅游 定期体检 弹性工作 年终奖金 绩效奖金 交通补贴 通讯补贴 项目提成 补充医疗保险,2.5-3.5万/月,11-25,https://jobs.51job.com/shenzhen-nsq/135888284.html?s=sou_sou_soulb&t=0_0
数仓建模工程师,深圳-龙岗区|5-7年经验|本科|招1人,长城物业集团股份有限公司,多元化业务集团公司,10000人以上,民营公司,,1.5-2万/月,11-25,https://jobs.51job.com/shenzhen-lgq/135439950.html?s=sou_sou_soulb&t=0_0
机器学习算法工程师,深圳-南山区|3-4年经验|硕士|招1人,深圳绿米联创科技有限公司,电子技术/半导体/集成电路,1000-5000人,民营公司,,2.5-3.5万/月,11-25,https://jobs.51job.com/shenzhen-nsq/130891472.html?s=sou_sou_soulb&t=0_0
产品经理,深圳-福田区|2年经验|本科|招1人,深圳市九象数字科技有限公司,建筑/建材/工程,150-500人,民营公司,五险一金 补充医疗保险 员工旅游 专业培训 年终奖金 周末双休 绩效奖金 生日会 团建,1-1.5万/月,11-25,https://jobs.51job.com/shenzhen-ftq/120307516.html?s=sou_sou_soulb&t=0_0
高级数据分析师,深圳-龙岗区|3-4年经验|本科|招2人,深圳市中农数据有限公司,互联网/电子商务,少于50人,国企,五险一金 定期体检 餐饮补贴,1-1.5万/月,11-25,https://jobs.51job.com/shenzhen-lgq/86898434.html?s=sou_sou_soulb&t=0_0
需求分析师,深圳-龙岗区|3-4年经验|大专|招2人,深圳市中农数据有限公司,互联网/电子商务,少于50人,国企,五险一金 员工旅游 定期体检 工作午餐 节日福利 带薪年假,0.8-1.5万/月,11-25,https://jobs.51job.com/shenzhen-lgq/86775379.html?s=sou_sou_soulb&t=0_0
高级测试工程师-数仓系统,深圳-福田区|3-4年经验|本科|招2人,深圳证券通信有限公司,计算机软件,500-1000人,国企,五险一金 补充医疗保险 专业培训 绩效奖金 年终奖金 定期体检,2.2-3万/月,11-25,https://jobs.51job.com/shenzhen-ftq/121216368.html?s=sou_sou_soulb&t=0_0
技术支持工程师,上海|1年经验|本科|招若干人,深圳英飞拓科技股份有限公司,电子技术/半导体/集成电路,1000-5000人,国企,五险一金 员工旅游 年终奖金 绩效奖金 定期体检,0.6-1.5万/月,11-25,https://jobs.51job.com/shanghai-xhq/130722969.html?s=sou_sou_soulb&t=0_1
测试工程师（北京）,北京|2年经验|本科|招1人,深圳市都市交通规划设计研究院有限公司,多元化业务集团公司,500-1000人,民营公司,五险一金 补充医疗保险 补充公积金 员工旅游 交通补贴 专业培训,0.8-1.2万/月,11-25,https://jobs.51job.com/beijing-cyq/129237283.html?s=sou_sou_soulb&t=0_1
交通模型工程师,深圳-南山区|5-7年经验|硕士|招1人,深圳市都市交通规划设计研究院有限公司,多元化业务集团公司,500-1000人,民营公司,五险一金 补充医疗保险 补充公积金 专业培训 绩效奖金 周末双休 带薪年假 节日福利,2.5-3万/月,11-25,https://jobs.51job.com/shenzhen-nsq/112291031.html?s=sou_sou_soulb&t=0_0
研发经理,深圳-南山区|5-7年经验|本科|招1人,深圳市都市交通规划设计研究院有限公司,多元化业务集团公司,500-1000人,民营公司,五险一金 员工旅游 定期体检 股票期权 专业培训,2-4万/月,11-25,https://jobs.51job.com/shenzhen-nsq/135938744.html?s=sou_sou_soulb&t=0_0
助理交通规划工程师（工作地：东莞）,东莞|1年经验|本科|招3人,深圳市都市交通规划设计研究院有限公司,多元化业务集团公司,500-1000人,民营公司,五险一金 补充医疗保险 补充公积金 员工旅游 专业培训 绩效奖金 周末双休 弹性工作 年终奖金,1-1.5万/月,11-25,https://jobs.51job.com/dongguan-ncq/122124221.html?s=sou_sou_soulb&t=0_1
运营管理中心产品经理岗,深圳-福田区|3-4年经验|硕士|招11人,招商证券股份有限公司,金融/投资/证券,10000人以上,国企,五险一金 补充医疗保险 补充公积金 绩效奖金 年终奖金,1.5-2.5万/月,11-25,https://jobs.51job.com/shenzhen-ftq/136295221.html?s=sou_sou_soulb&t=0_0
